 EMPRESA ; ID_EMPRESA ; TIPO_OPERADOR ; CANAL ; ANNO ; TRIMESTRE ; TIPO_SOLICITUD ; TEMATICA ; MECANISMO_RECEPCION ; CANTIDAD 
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; Concesión Espacios de TV Abierta Nacional ; CANAL 1 ;2024; 1 ; OTRA ; Programación ; OTRO ;18
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; Concesión Espacios de TV Abierta Nacional ; CANAL 1 ;2024; 1 ; OTRA ; Programación ; OTRO ;11
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; Concesión Espacios de TV Abierta Nacional ; CANAL 1 ;2024; 1 ; OTRA ; Programación ; OTRO ;5
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; Concesión Espacios de TV Abierta Nacional ; CANAL 1 ;2024; 1 ; PETICIÓN ; Programación ; OTRO ;5
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; Concesión Espacios de TV Abierta Nacional ; CANAL 1 ;2024; 1 ; PETICIÓN ; Programación ; OTRO ;2
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; Concesión Espacios de TV Abierta Nacional ; CANAL 1 ;2024; 1 ; QUEJA O RECLAMO ; Programación ; OTRO ;52
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; Concesión Espacios de TV Abierta Nacional ; CANAL 1 ;2024; 1 ; QUEJA O RECLAMO ; Programación ; OTRO ;32
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; Concesión Espacios de TV Abierta Nacional ; CANAL 1 ;2024; 1 ; QUEJA O RECLAMO ; Programación ; OTRO ;58
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; Concesión Espacios de TV Abierta Nacional ; CANAL 1 ;2024; 1 ; SOLICITUD ; Programación ; OTRO ;9
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; Concesión Espacios de TV Abierta Nacional ; CANAL 1 ;2024; 1 ; SOLICITUD ; Programación ; OTRO ;13
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; Concesión Espacios de TV Abierta Nacional ; CANAL 1 ;2024; 1 ; SOLICITUD ; Programación ; OTRO ;12
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; OTRA ; CONTENIDO ; E-MAIL ;2
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; OTRA ; CONTENIDO ; E-MAIL ;4
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; OTRA ; CONTENIDO ; E-MAIL ;5
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; OTRA ; PLURALISMO INFORMATIVO ; E-MAIL ;33
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; OTRA ; PLURALISMO INFORMATIVO ; E-MAIL ;5
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; PETICIÓN ; CONTENIDO ; E-MAIL ;7
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; PETICIÓN ; CONTENIDO ; E-MAIL ;15
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; PETICIÓN ; CONTENIDO ; E-MAIL ;18
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; PETICIÓN ; LENGUAJE INAPROPIADO ; E-MAIL ;1
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; PETICIÓN ; OTRA ; E-MAIL ;2
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; PETICIÓN ; OTRA ; E-MAIL ;1
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; PETICIÓN ; PLURALISMO INFORMATIVO ; E-MAIL ;96
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; PETICIÓN ; PLURALISMO INFORMATIVO ; E-MAIL ;61
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; PETICIÓN ; PLURALISMO INFORMATIVO ; E-MAIL ;28
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; PETICIÓN ; PROTECCIÓN DE LA FAMILIA, NIÑOS, NIÑAS Y ADOLESCENTES ; E-MAIL ;2
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; QUEJA O RECLAMO ; CONTENIDO ; E-MAIL ;74
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; QUEJA O RECLAMO ; CONTENIDO ; E-MAIL ;62
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; QUEJA O RECLAMO ; CONTENIDO ; E-MAIL ;58
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; QUEJA O RECLAMO ; DISCRIMINACIÓN ; E-MAIL ;2
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; QUEJA O RECLAMO ; ESCENAS SEXUALES ; E-MAIL ;1
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; QUEJA O RECLAMO ; FRANJAS DE AUDIENCIA Y AVISO PREVIO A LA RADIODIFUSIÓN DE LOS PROGRAMAS ; E-MAIL ;2
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; QUEJA O RECLAMO ; FRANJAS DE AUDIENCIA Y AVISO PREVIO A LA RADIODIFUSIÓN DE LOS PROGRAMAS ; E-MAIL ;3
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; QUEJA O RECLAMO ; FRANJAS DE AUDIENCIA Y AVISO PREVIO A LA RADIODIFUSIÓN DE LOS PROGRAMAS ; E-MAIL ;1
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; QUEJA O RECLAMO ; LENGUAJE INAPROPIADO ; E-MAIL ;7
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; QUEJA O RECLAMO ; LENGUAJE INAPROPIADO ; E-MAIL ;13
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; QUEJA O RECLAMO ; LENGUAJE INAPROPIADO ; E-MAIL ;3
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; QUEJA O RECLAMO ; OTRA ; E-MAIL ;5
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; QUEJA O RECLAMO ; OTRA ; E-MAIL ;2
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; QUEJA O RECLAMO ; OTRA ; E-MAIL ;4
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; QUEJA O RECLAMO ; PLURALISMO INFORMATIVO ; E-MAIL ;33
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; QUEJA O RECLAMO ; PLURALISMO INFORMATIVO ; E-MAIL ;21
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; QUEJA O RECLAMO ; PLURALISMO INFORMATIVO ; E-MAIL ;10
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; QUEJA O RECLAMO ; PROTECCIÓN DE LA FAMILIA, NIÑOS, NIÑAS Y ADOLESCENTES ; E-MAIL ;90
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; QUEJA O RECLAMO ; PROTECCIÓN DE LA FAMILIA, NIÑOS, NIÑAS Y ADOLESCENTES ; E-MAIL ;25
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; QUEJA O RECLAMO ; PROTECCIÓN DE LA FAMILIA, NIÑOS, NIÑAS Y ADOLESCENTES ; E-MAIL ;7
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; QUEJA O RECLAMO ; VIOLENCIA ; E-MAIL ;7
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; QUEJA O RECLAMO ; VIOLENCIA ; E-MAIL ;1
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; SOLICITUD ; CONTENIDO ; E-MAIL ;1
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; SOLICITUD ; CONTENIDO ; E-MAIL ;3
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; SOLICITUD ; OTRA ; E-MAIL ;1
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; SOLICITUD ; OTRA ; E-MAIL ;1
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2020; 4 ; SOLICITUD ; PLURALISMO INFORMATIVO ; E-MAIL ;1
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; OTRA ; CONTENIDO ; E-MAIL ;3
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; OTRA ; CONTENIDO ; E-MAIL ;9
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; OTRA ; CONTENIDO ; E-MAIL ;2
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; OTRA ; FRANJAS DE AUDIENCIA Y AVISO PREVIO A LA RADIODIFUSIÓN DE LOS PROGRAMAS ; E-MAIL ;1
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; OTRA ; PLURALISMO INFORMATIVO ; E-MAIL ;1
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; OTRA ; PROTECCIÓN DE LA FAMILIA, NIÑOS, NIÑAS Y ADOLESCENTES ; E-MAIL ;1
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; OTRA ; VIOLENCIA ; E-MAIL ;1
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; PETICIÓN ; CONTENIDO ; E-MAIL ;12
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; PETICIÓN ; CONTENIDO ; E-MAIL ;9
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; PETICIÓN ; CONTENIDO ; E-MAIL ;11
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; PETICIÓN ; DISCRIMINACIÓN ; E-MAIL ;1
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; PETICIÓN ; DISCRIMINACIÓN ; E-MAIL ;1
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; PETICIÓN ; FRANJAS DE AUDIENCIA Y AVISO PREVIO A LA RADIODIFUSIÓN DE LOS PROGRAMAS ; E-MAIL ;1
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; PETICIÓN ; FRANJAS DE AUDIENCIA Y AVISO PREVIO A LA RADIODIFUSIÓN DE LOS PROGRAMAS ; E-MAIL ;8
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; PETICIÓN ; FRANJAS DE AUDIENCIA Y AVISO PREVIO A LA RADIODIFUSIÓN DE LOS PROGRAMAS ; E-MAIL ;1
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; PETICIÓN ; OTRA ; E-MAIL ;3
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; PETICIÓN ; OTRA ; E-MAIL ;1
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; PETICIÓN ; PLURALISMO INFORMATIVO ; E-MAIL ;1
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; PETICIÓN ; PLURALISMO INFORMATIVO ; E-MAIL ;1
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; PETICIÓN ; PROTECCIÓN DE LA FAMILIA, NIÑOS, NIÑAS Y ADOLESCENTES ; E-MAIL ;1
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; QUEJA O RECLAMO ; CONSUMO DE ALCOHOL, CIGARRILLOS Y OTRAS SUSTANCIAS NOCIVAS ; E-MAIL ;1
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; QUEJA O RECLAMO ; CONTENIDO ; E-MAIL ;16
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; QUEJA O RECLAMO ; CONTENIDO ; E-MAIL ;14
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; QUEJA O RECLAMO ; CONTENIDO ; E-MAIL ;20
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; QUEJA O RECLAMO ; DISCRIMINACIÓN ; E-MAIL ;2
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; QUEJA O RECLAMO ; FRANJAS DE AUDIENCIA Y AVISO PREVIO A LA RADIODIFUSIÓN DE LOS PROGRAMAS ; E-MAIL ;7
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; QUEJA O RECLAMO ; FRANJAS DE AUDIENCIA Y AVISO PREVIO A LA RADIODIFUSIÓN DE LOS PROGRAMAS ; E-MAIL ;11
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; QUEJA O RECLAMO ; FRANJAS DE AUDIENCIA Y AVISO PREVIO A LA RADIODIFUSIÓN DE LOS PROGRAMAS ; E-MAIL ;9
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; QUEJA O RECLAMO ; OTRA ; E-MAIL ;8
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; QUEJA O RECLAMO ; OTRA ; E-MAIL ;7
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; QUEJA O RECLAMO ; OTRA ; E-MAIL ;4
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; QUEJA O RECLAMO ; PLURALISMO INFORMATIVO ; E-MAIL ;1
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; QUEJA O RECLAMO ; PLURALISMO INFORMATIVO ; E-MAIL ;3
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; QUEJA O RECLAMO ; PLURALISMO INFORMATIVO ; E-MAIL ;2
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; QUEJA O RECLAMO ; PROTECCIÓN DE LA FAMILIA, NIÑOS, NIÑAS Y ADOLESCENTES ; E-MAIL ;10
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; QUEJA O RECLAMO ; PROTECCIÓN DE LA FAMILIA, NIÑOS, NIÑAS Y ADOLESCENTES ; E-MAIL ;5
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; QUEJA O RECLAMO ; PROTECCIÓN DE LA FAMILIA, NIÑOS, NIÑAS Y ADOLESCENTES ; E-MAIL ;1
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; QUEJA O RECLAMO ; VIOLENCIA ; E-MAIL ;8
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; QUEJA O RECLAMO ; VIOLENCIA ; E-MAIL ;13
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; QUEJA O RECLAMO ; VIOLENCIA ; E-MAIL ;3
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; SOLICITUD ; CONTENIDO ; E-MAIL ;6
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; SOLICITUD ; CONTENIDO ; E-MAIL ;1
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; SOLICITUD ; CONTENIDO ; E-MAIL ;3
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; SOLICITUD ; FRANJAS DE AUDIENCIA Y AVISO PREVIO A LA RADIODIFUSIÓN DE LOS PROGRAMAS ; E-MAIL ;3
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; SOLICITUD ; FRANJAS DE AUDIENCIA Y AVISO PREVIO A LA RADIODIFUSIÓN DE LOS PROGRAMAS ; E-MAIL ;1
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; SOLICITUD ; FRANJAS DE AUDIENCIA Y AVISO PREVIO A LA RADIODIFUSIÓN DE LOS PROGRAMAS ; E-MAIL ;1
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; SOLICITUD ; OTRA ; E-MAIL ;2
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; SOLICITUD ; OTRA ; E-MAIL ;3
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; SOLICITUD ; PLURALISMO INFORMATIVO ; E-MAIL ;2
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; SOLICITUD ; PLURALISMO INFORMATIVO ; E-MAIL ;2
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; SOLICITUD ; PROTECCIÓN DE LA FAMILIA, NIÑOS, NIÑAS Y ADOLESCENTES ; E-MAIL ;1
 PLURAL COMUNICACIONES SAS-CANAL 1 ;901032662; TV Privada - Nacional Abierta ; CANAL 1 ;2021; 4 ; SOLICITUD ; PROTECCIÓN DE LA FAMILIA, NIÑOS, NIÑAS Y ADOLESCENTES ; E-MAIL ;2
 RADIO TELEVISION NACIONAL DE COLOMBIA ;900002583; TV Pública - Nacional Abierta ; SEÑAL COLOMBIA ;2019; 3 ; OTRA ; CONTENIDO ; WEB ;1
 RADIO TELEVISION NACIONAL DE COLOMBIA ;900002583; TV Pública - Nacional Abierta ; SEÑAL COLOMBIA ;2019; 3 ; OTRA ; CONTENIDO ; WEB ;3
 RADIO TELEVISION NACIONAL DE COLOMBIA ;900002583; TV Pública - Nacional Abierta ; SEÑAL COLOMBIA ;2019; 3 ; OTRA ; CONTENIDO ; WEB ;2
 RADIO TELEVISION NACIONAL DE COLOMBIA ;900002583; TV Pública - Nacional Abierta ; SEÑAL COLOMBIA ;2019; 3 ; PETICIÓN ; CONTENIDO ; E-MAIL ;3
 RADIO TELEVISION NACIONAL DE COLOMBIA ;900002583; TV Pública - Nacional Abierta ; SEÑAL COLOMBIA ;2019; 3 ; PETICIÓN ; CONTENIDO ; E-MAIL ;2
 RADIO TELEVISION NACIONAL DE COLOMBIA ;900002583; TV Pública - Nacional Abierta ; SEÑAL COLOMBIA ;2019; 3 ; PETICIÓN ; CONTENIDO ; E-MAIL ;3
 RADIO TELEVISION NACIONAL DE COLOMBIA ;900002583; TV Pública - Nacional Abierta ; SEÑAL COLOMBIA ;2019; 3 ; PETICIÓN ; CONTENIDO ; WEB ;6
 RADIO TELEVISION NACIONAL DE COLOMBIA ;900002583; TV Pública - Nacional Abierta ; SEÑAL COLOMBIA ;2019; 3 ; PETICIÓN ; CONTENIDO ; WEB ;1
 RADIO TELEVISION NACIONAL DE COLOMBIA ;900002583; TV Pública - Nacional Abierta ; SEÑAL COLOMBIA ;2019; 3 ; PETICIÓN ; CONTENIDO ; WEB ;1
 RADIO TELEVISION NACIONAL DE COLOMBIA ;900002583; TV Pública - Nacional Abierta ; SEÑAL COLOMBIA ;2019; 3 ; PETICIÓN ; OTRA ; E-MAIL ;1
 RADIO TELEVISION NACIONAL DE COLOMBIA ;900002583; TV Pública - Nacional Abierta ; SEÑAL COLOMBIA ;2019; 3 ; PETICIÓN ; OTRA ; E-MAIL ;2
 RADIO TELEVISION NACIONAL DE COLOMBIA ;900002583; TV Pública - Nacional Abierta ; SEÑAL COLOMBIA ;2019; 3 ; PETICIÓN ; OTRA ; E-MAIL ;1
 RADIO TELEVISION NACIONAL DE COLOMBIA ;900002583; TV Pública - Nacional Abierta ; SEÑAL COLOMBIA ;2019; 3 ; PETICIÓN ; OTRA ; WEB ;4
 RADIO TELEVISION NACIONAL DE COLOMBIA ;900002583; TV Pública - Nacional Abierta ; SEÑAL COLOMBIA ;2019; 3 ; PETICIÓN ; OTRA ; WEB ;2
 RADIO TELEVISION NACIONAL DE COLOMBIA ;900002583; TV Pública - Nacional Abierta ; SEÑAL COLOMBIA ;2019; 3 ; QUEJA O RECLAMO ; CONTENIDO ; WEB ;1
 RADIO TELEVISION NACIONAL DE COLOMBIA ;900002583; TV Pública - Nacional Abierta ; SEÑAL COLOMBIA ;2019; 3 ; SOLICITUD ; CONTENIDO ; E-MAIL ;1
 RADIO TELEVISION NACIONAL DE COLOMBIA ;900002583; TV Pública - Nacional Abierta ; SEÑAL COLOMBIA ;2019; 3 ; SOLICITUD ; CONTENIDO ; E-MAIL ;1
 RADIO TELEVISION NACIONAL DE COLOMBIA ;900002583; TV Pública - Nacional Abierta ; SEÑAL COLOMBIA ;2019; 3 ; SOLICITUD ; CONTENIDO ; WEB ;4
 RADIO TELEVISION NACIONAL DE COLOMBIA ;900002583; TV Pública - Nacional Abierta ; SEÑAL COLOMBIA ;2019; 3 ; SOLICITUD ; CONTENIDO ; WEB ;1
 RADIO TELEVISION NACIONAL DE COLOMBIA ;900002583; TV Pública - Nacional Abierta ; SEÑAL COLOMBIA ;2019; 3 ; SOLICITUD ; CONTENIDO ; WEB ;3
 RADIO TELEVISION NACIONAL DE COLOMBIA ;900002583; TV Pública - Nacional Abierta ; SEÑAL COLOMBIA ;2019; 4 ; PETICIÓN ; CONTENIDO ; E-MAIL ;3
 RADIO TELEVISION NACIONAL DE COLOMBIA ;900002583; TV Pública - Nacional Abierta ; SEÑAL COLOMBIA ;2019; 4 ; PETICIÓN ; CONTENIDO ; E-MAIL ;4
 RADIO TELEVISION NACIONAL DE COLOMBIA ;900002583; TV Pública - Nacional Abierta ; SEÑAL COLOMBIA ;2019; 4 ; PETICIÓN ; OTRA ; E-MAIL ;1
 RADIO TELEVISION NACIONAL DE COLOMBIA ;900002583; TV Pública - Nacional Abierta ; SEÑAL COLOMBIA ;2019; 4 ; QUEJA O RECLAMO ; CONTENIDO ; E-MAIL ;1
 RADIO TELEVISION NACIONAL DE COLOMBIA ;900002583; TV Pública - Nacional Abierta ; SEÑAL COLOMBIA ;2019; 4 ; SOLICITUD ; CONTENIDO ; E-MAIL ;2
 RADIO TELEVISION NACIONAL DE COLOMBIA ;900002583; TV Pública - Nacional Abierta ; SEÑAL COLOMBIA ;2020; 1 ; PETICIÓN ; CONTENIDO ; WEB ;1
 RADIO TELEVISION NACIONAL DE COLOMBIA ;900002583; TV Pública - Nacional Abierta ; SEÑAL COLOMBIA ;2020; 1 ; PETICIÓN ; CONTENIDO ; WEB ;1
 RADIO TELEVISION NACIONAL DE COLOMBIA ;900002583; TV Pública - Nacional Abierta ; SEÑAL COLOMBIA ;2020; 1 ; PETICIÓN ; OTRA ; E-MAIL ;1
