 EMPRESA ; ID_EMPRESA ; TIPO_OPERADOR ; CANAL ; ANNO ; TRIMESTRE ; TIPO_SOLICITUD ; TEMATICA ; MECANISMO_RECEPCION ; CANTIDAD 
 ASOCIACION CANAL 5 DE TELEVISION LOCAL ;812008353; TV Sin Animo de Lucro - Local Abierta ; CANAL 5 MONTERÍA ;2019; 3 ; PETICIÓN ; OTRA ; APLICACIÓN MÓVIL ;1
 ASOCIACION CANAL 5 DE TELEVISION LOCAL ;812008353; TV Sin Animo de Lucro - Local Abierta ; CANAL 5 MONTERÍA ;2019; 4 ; QUEJA O RECLAMO ; OTRA ; APLICACIÓN MÓVIL ;1
 ASOCIACION CANAL 5 DE TELEVISION LOCAL ;812008353; TV Sin Animo de Lucro - Local Abierta ; CANAL 5 MONTERÍA ;2019; 4 ; SOLICITUD ; OTRA ; APLICACIÓN MÓVIL ;1
 ASOCIACION CANAL 5 DE TELEVISION LOCAL ;812008353; TV Sin Animo de Lucro - Local Abierta ; CANAL 5 MONTERÍA ;2019; 4 ; SOLICITUD ; OTRA ; E-MAIL ;1
 ASOCIACION CANAL 5 DE TELEVISION LOCAL ;812008353; TV Sin Animo de Lucro - Local Abierta ; CANAL 5 MONTERÍA ;2020; 1 ; QUEJA O RECLAMO ; PLURALISMO INFORMATIVO ; APLICACIÓN MÓVIL ;1
 ASOCIACION CANAL 5 DE TELEVISION LOCAL ;812008353; TV Sin Animo de Lucro - Local Abierta ; CANAL 5 MONTERÍA ;2020; 2 ; PETICIÓN ; OTRA ; APLICACIÓN MÓVIL ;1
 ASOCIACION CANAL 5 DE TELEVISION LOCAL ;812008353; TV Sin Animo de Lucro - Local Abierta ; CANAL 5 MONTERÍA ;2020; 2 ; SOLICITUD ; OTRA ; APLICACIÓN MÓVIL ;1
 ASOCIACION CANAL 5 DE TELEVISION LOCAL ;812008353; TV Sin Animo de Lucro - Local Abierta ; CANAL 5 MONTERÍA ;2020; 3 ; SOLICITUD ; OTRA ; APLICACIÓN MÓVIL ;1
 ASOCIACION CANAL 5 DE TELEVISION LOCAL ;812008353; TV Sin Animo de Lucro - Local Abierta ; CANAL 5 MONTERÍA ;2020; 3 ; SOLICITUD ; OTRA ; APLICACIÓN MÓVIL ;3
 ASOCIACION CANAL 5 DE TELEVISION LOCAL ;812008353; TV Sin Animo de Lucro - Local Abierta ; CANAL 5 MONTERÍA ;2021; 4 ; SOLICITUD ; OTRA ; TELEFONO ;2
 ASOCIACION CANAL 5 DE TELEVISION LOCAL ;812008353; TV Sin Animo de Lucro - Local Abierta ; CANAL 5 MONTERÍA ;2022; 1 ; SOLICITUD ; OTRA ; WEB ;1
 ASOCIACION CANAL 5 DE TELEVISION LOCAL ;812008353; TV Sin Animo de Lucro - Local Abierta ; CANAL 5 MONTERÍA ;2022; 3 ; SOLICITUD ; Otra ; LINEA TELEFÓNICA ;2
 ASOCIACION CANAL 5 DE TELEVISION LOCAL ;812008353; TV Sin Animo de Lucro - Local Abierta ; CANAL 5 MONTERÍA ;2022; 3 ; SOLICITUD ; Programación ; LINEA TELEFÓNICA ;1
 ASOCIACION CANAL 5 DE TELEVISION LOCAL ;812008353; TV Sin Animo de Lucro - Local Abierta ; CANAL 5 MONTERÍA ;2023; 1 ; SOLICITUD ; Otra ; LINEA TELEFÓNICA ;1
 ASOCIACION CANAL 5 DE TELEVISION LOCAL ;812008353; TV Sin Animo de Lucro - Local Abierta ; CANAL 5 MONTERÍA ;2023; 1 ; SOLICITUD ; Programación ; LINEA TELEFÓNICA ;1
 ASOCIACION CANAL 5 DE TELEVISION LOCAL ;812008353; TV Sin Animo de Lucro - Local Abierta ; CANAL 5 MONTERÍA ;2023; 2 ; SOLICITUD ; Otra ; LINEA TELEFÓNICA ;1
 ASOCIACION CANAL 5 DE TELEVISION LOCAL ;812008353; TV Sin Animo de Lucro - Local Abierta ; CANAL 5 MONTERÍA ;2023; 2 ; SOLICITUD ; Otra ; LINEA TELEFÓNICA ;1
 ASOCIACION CANAL 5 DE TELEVISION LOCAL ;812008353; TV Sin Animo de Lucro - Local Abierta ; CANAL 5 MONTERÍA ;2023; 2 ; SOLICITUD ; Programación ; LINEA TELEFÓNICA ;1
 ASOCIACION CANAL 5 DE TELEVISION LOCAL ;812008353; TV Sin Animo de Lucro - Local Abierta ; CANAL 5 MONTERÍA ;2023; 3 ; OTRA ; Otra ; LINEA TELEFÓNICA ;1
 ASOCIACION CANAL 5 DE TELEVISION LOCAL ;812008353; TV Sin Animo de Lucro - Local Abierta ; CANAL 5 MONTERÍA ;2023; 3 ; OTRA ; Programación ; LINEA TELEFÓNICA ;1
 ASOCIACION CANAL 5 DE TELEVISION LOCAL ;812008353; TV Sin Animo de Lucro - Local Abierta ; CANAL 5 MONTERÍA ;2023; 4 ; SOLICITUD ; Otra ; APLICACIÓN MÓVIL ;2
 ASOCIACION CANAL 5 DE TELEVISION LOCAL ;812008353; TV Sin Animo de Lucro - Local Abierta ; CANAL 5 MONTERÍA ;2023; 4 ; SOLICITUD ; Programación ; LINEA TELEFÓNICA ;2
 ASOCIACION CANAL 5 DE TELEVISION LOCAL ;812008353; TV Sin Animo de Lucro - Local Abierta ; CANAL 5 MONTERÍA ;2024; 1 ; SOLICITUD ; Otra ; APLICACIÓN MÓVIL ;1
 ASOCIACION CANAL 5 DE TELEVISION LOCAL ;812008353; TV Sin Animo de Lucro - Local Abierta ; CANAL 5 MONTERÍA ;2024; 1 ; SOLICITUD ; Programación ; APLICACIÓN MÓVIL ;1
 ASOCIACION CANAL 5 DE TELEVISION LOCAL ;812008353; TV Sin Animo de Lucro - Local Abierta ; CANAL 5 MONTERÍA ;2024; 1 ; SOLICITUD ; Programación ; LINEA TELEFÓNICA ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2019; 3 ; PETICIÓN ; OTRA ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2019; 3 ; QUEJA O RECLAMO ; DISCRIMINACIÓN ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2019; 3 ; QUEJA O RECLAMO ; DISCRIMINACIÓN ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2019; 3 ; QUEJA O RECLAMO ; OTRA ; WEB ;5
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2019; 3 ; QUEJA O RECLAMO ; OTRA ; WEB ;3
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2019; 3 ; QUEJA O RECLAMO ; PLURALISMO INFORMATIVO ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2019; 3 ; QUEJA O RECLAMO ; POBLACIÓN CON DISCAPACIDAD AUDITIVA ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2019; 3 ; QUEJA O RECLAMO ; POBLACIÓN CON DISCAPACIDAD AUDITIVA ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2019; 4 ; PETICIÓN ; OTRA ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2019; 4 ; PETICIÓN ; OTRA ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2019; 4 ; QUEJA O RECLAMO ; OTRA ; WEB ;2
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2019; 4 ; QUEJA O RECLAMO ; OTRA ; WEB ;2
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2019; 4 ; QUEJA O RECLAMO ; PLURALISMO INFORMATIVO ; WEB ;6
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2019; 4 ; QUEJA O RECLAMO ; PLURALISMO INFORMATIVO ; WEB ;3
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2019; 4 ; SOLICITUD ; POBLACIÓN CON DISCAPACIDAD AUDITIVA ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 1 ; PETICIÓN ; OTRA ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 1 ; PETICIÓN ; OTRA ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 1 ; QUEJA O RECLAMO ; DISCRIMINACIÓN ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 1 ; QUEJA O RECLAMO ; DISCRIMINACIÓN ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 1 ; QUEJA O RECLAMO ; ESCENAS SEXUALES ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 1 ; QUEJA O RECLAMO ; FRANJAS DE AUDIENCIA Y AVISO PREVIO A LA RADIODIFUSIÓN DE LOS PROGRAMAS ; WEB ;2
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 1 ; QUEJA O RECLAMO ; FRANJAS DE AUDIENCIA Y AVISO PREVIO A LA RADIODIFUSIÓN DE LOS PROGRAMAS ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 1 ; QUEJA O RECLAMO ; OTRA ; WEB ;4
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 1 ; QUEJA O RECLAMO ; OTRA ; WEB ;4
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 1 ; QUEJA O RECLAMO ; OTRA ; WEB ;7
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 1 ; QUEJA O RECLAMO ; PLURALISMO INFORMATIVO ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 1 ; QUEJA O RECLAMO ; PLURALISMO INFORMATIVO ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 1 ; QUEJA O RECLAMO ; POBLACIÓN CON DISCAPACIDAD AUDITIVA ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 1 ; QUEJA O RECLAMO ; POBLACIÓN CON DISCAPACIDAD AUDITIVA ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 1 ; QUEJA O RECLAMO ; VIOLENCIA ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 1 ; QUEJA O RECLAMO ; VIOLENCIA ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 1 ; SOLICITUD ; FRANJAS DE AUDIENCIA Y AVISO PREVIO A LA RADIODIFUSIÓN DE LOS PROGRAMAS ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 1 ; SOLICITUD ; OTRA ; WEB ;2
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 1 ; SOLICITUD ; OTRA ; WEB ;2
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 2 ; PETICIÓN ; OTRA ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 2 ; PETICIÓN ; OTRA ; WEB ;2
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 2 ; PETICIÓN ; PLURALISMO INFORMATIVO ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 2 ; PETICIÓN ; PLURALISMO INFORMATIVO ; WEB ;2
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 2 ; PETICIÓN ; POBLACIÓN CON DISCAPACIDAD AUDITIVA ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 2 ; PETICIÓN ; PROTECCIÓN DE LA FAMILIA, NIÑOS, NIÑAS Y ADOLESCENTES ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 2 ; QUEJA O RECLAMO ; DISCRIMINACIÓN ; WEB ;2
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 2 ; QUEJA O RECLAMO ; ESCENAS SEXUALES ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 2 ; QUEJA O RECLAMO ; OTRA ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 2 ; QUEJA O RECLAMO ; OTRA ; WEB ;3
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 2 ; QUEJA O RECLAMO ; OTRA ; WEB ;2
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 2 ; QUEJA O RECLAMO ; PLURALISMO INFORMATIVO ; WEB ;3
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 2 ; QUEJA O RECLAMO ; VIOLENCIA ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 2 ; SOLICITUD ; OTRA ; WEB ;2
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 3 ; ND ; OTRA ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 3 ; OTRA ; OTRA ; WEB ;7
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 3 ; OTRA ; OTRA ; WEB ;13
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 3 ; OTRA ; OTRA ; WEB ;9
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 3 ; PETICIÓN ; FRANJAS DE AUDIENCIA Y AVISO PREVIO A LA RADIODIFUSIÓN DE LOS PROGRAMAS ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 3 ; PETICIÓN ; FRANJAS DE AUDIENCIA Y AVISO PREVIO A LA RADIODIFUSIÓN DE LOS PROGRAMAS ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 3 ; PETICIÓN ; OTRA ; WEB ;5
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 3 ; PETICIÓN ; OTRA ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 3 ; PETICIÓN ; OTRA ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 3 ; QUEJA O RECLAMO ; ESCENAS SEXUALES ; WEB ;2
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 3 ; QUEJA O RECLAMO ; FRANJAS DE AUDIENCIA Y AVISO PREVIO A LA RADIODIFUSIÓN DE LOS PROGRAMAS ; WEB ;9
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 3 ; QUEJA O RECLAMO ; FRANJAS DE AUDIENCIA Y AVISO PREVIO A LA RADIODIFUSIÓN DE LOS PROGRAMAS ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 3 ; QUEJA O RECLAMO ; OTRA ; WEB ;9
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 3 ; QUEJA O RECLAMO ; OTRA ; WEB ;3
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 3 ; QUEJA O RECLAMO ; OTRA ; WEB ;2
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 3 ; QUEJA O RECLAMO ; PLURALISMO INFORMATIVO ; E-MAIL ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 3 ; QUEJA O RECLAMO ; PLURALISMO INFORMATIVO ; TELEFONO ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 3 ; QUEJA O RECLAMO ; PLURALISMO INFORMATIVO ; WEB ;2
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 3 ; QUEJA O RECLAMO ; PLURALISMO INFORMATIVO ; WEB ;2
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 3 ; QUEJA O RECLAMO ; PLURALISMO INFORMATIVO ; WEB ;2
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 3 ; SOLICITUD ; FRANJAS DE AUDIENCIA Y AVISO PREVIO A LA RADIODIFUSIÓN DE LOS PROGRAMAS ; WEB ;8
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 3 ; SOLICITUD ; OTRA ; WEB ;10
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 3 ; SOLICITUD ; OTRA ; WEB ;10
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 3 ; SOLICITUD ; OTRA ; WEB ;5
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 3 ; SOLICITUD ; POBLACIÓN CON DISCAPACIDAD AUDITIVA ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 4 ; OTRA ; OTRA ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 4 ; OTRA ; POBLACIÓN CON DISCAPACIDAD AUDITIVA ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 4 ; PETICIÓN ; OTRA ; WEB ;2
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 4 ; PETICIÓN ; PLURALISMO INFORMATIVO ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 4 ; PETICIÓN ; PLURALISMO INFORMATIVO ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 4 ; QUEJA O RECLAMO ; ESCENAS SEXUALES ; WEB ;1
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 4 ; QUEJA O RECLAMO ; OTRA ; WEB ;3
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 4 ; QUEJA O RECLAMO ; OTRA ; WEB ;2
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 4 ; QUEJA O RECLAMO ; OTRA ; WEB ;5
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 4 ; QUEJA O RECLAMO ; PLURALISMO INFORMATIVO ; WEB ;2
 ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN \ TELEMEDELLIN\  ;811006762; TV Sin Animo de Lucro - Local Abierta ; TELEMEDELLIN ;2020; 4 ; QUEJA O RECLAMO ; VIOLENCIA ; WEB ;1
